object_id,Title,Date,Collection ID,Collection,Place,Tags,Copyright,Creator,URL
34553,Plan of the Capital City of Warsaw,1939,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Warsaw,Warsaw,,Ksiaznica-Atlas. Lviv-Warsaw,https://uma.lvivcenter.org/en/maps/34553
34554,Pechersk District of Kiev in 1695,1695,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Kyiv,"Kyiv, Kiev",,Commission for parsing of Ancient Documents. Kyiv,https://uma.lvivcenter.org/en/maps/34554
34555,Podil District of Kiev in 1695,1695,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Kyiv,"Kyiv, Kiev",,Commission for parsing of Ancient Documents. Kyiv,https://uma.lvivcenter.org/en/maps/34555
34556,Old Kyiv in 1695,1695,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Kyiv,"Kyiv, Kiev",,Commission for parsing of Ancient Documents. Kyiv,https://uma.lvivcenter.org/en/maps/34556
34557,Vilnius. City Map,1923,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Vilnius,"Vilnius, Vilno, Wilno",,Vilnius Division of the Polish Local Lore Society. Vilnius,https://uma.lvivcenter.org/en/maps/34557
34558,Map of Lemberg,с. 1942,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Lviv,"Lwow, Lviv, Leopol, Lemberg",,"Graphical Establishments, Lviv",https://uma.lvivcenter.org/en/maps/34558
34560,Plan of Lemberg,1878,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Lviv,"Lviv, Lwow, Lemberg",,"""Artaria &amp; Cо"". Vienna",https://uma.lvivcenter.org/en/maps/34560
34561,Cracovia,1986,10_pict,Ihor Kotlobulatov,Kraków,"Cracow, Krakow, Krakau, Kraków, Cracovie, Cracovie",,Social Committee for the Restoration of Monuments in Krakow. Krakow,https://uma.lvivcenter.org/en/maps/34561
34562,Odessa. Tourist map,1989,10_pict,Ihor Kotlobulatov,Odesa,"Odessa, Odesa",,Main Department of Geodesy and Cartography under the Council of Ministers of the USSR. Moscow,https://uma.lvivcenter.org/en/maps/34562
34563,Tallinn. Tourist Map,1987,10_pict,Ihor Kotlobulatov,Tallinn,Tallinn,,Main Department of Geodesy and Cartography under the Council of Ministers of the USSR. Moscow,https://uma.lvivcenter.org/en/maps/34563
34564,Poznan,1988,10_pict,Ihor Kotlobulatov,Poznan,Poznan,,Eugeniusz Romer State Cartographical Publishing House. Warsaw-Wroclaw,https://uma.lvivcenter.org/en/maps/34564
34565,Прага-Prag-Prague-Praha,1974,10_pict,Ihor Kotlobulatov,Prague,Prague,,Kartografie. Praha,https://uma.lvivcenter.org/en/maps/34565
34566,Warsaw. City center,1988,10_pict,Ihor Kotlobulatov,Warsaw,Warsaw,,Eugeniusz Romer State Enterprise for Cartographic Publications. Warsaw-Wrocław,https://uma.lvivcenter.org/en/maps/34566
34567,Grodno. Tourist scheme,1985,10_pict,Ihor Kotlobulatov,Grodno,"Grodno, Hrodna",,Main Department of Geodesy and Cartography under the Council of Ministers of the USSR. Moscow,https://uma.lvivcenter.org/en/maps/34567
34568,Lychakiv Cemetery. Scheme,1992,10_pict,Ihor Kotlobulatov,Lviv,"Lviv, Lwow, Lvov, Lychakiv Cemetery, Lychakiv",,Map LTD,https://uma.lvivcenter.org/en/maps/34568
34569,Plan of the Royal and Capital City of Lwow with Data on New Names of Streets and Squares,1872,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Lviv,"Lviv, Lemberg, Lvov, Lwow",,Karol Wild's Bookstore. Lviv,https://uma.lvivcenter.org/en/maps/34569
34570,Map of the City of Kharkov,1887,Austrian_War_Archive,Austrian War Archive,Kharkiv,"Kharkiv, Kharkov",,A. Iljin’s Cartographical Establishment,https://uma.lvivcenter.org/en/maps/34570
34571,Map of the City of Kyiv,1886,Austrian_War_Archive,Austrian War Archive,Kyiv,"Kyiv, Kiev",,A. Iljin’s Cartographical Establishment. Petersburg,https://uma.lvivcenter.org/en/maps/34571
34572,Map of the City of Odesa,1888,Austrian_War_Archive,Austrian War Archive,Odesa,"Odessa, Odesa",,A. Iljin’s Cartographical Establishment,https://uma.lvivcenter.org/en/maps/34572
34573,Map of the City of Vilnius,1933,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Vilnius,"Vilnius, Vilno, Wilno",,Printing House and Bookstore of Jozef Zawadski. Vilnius,https://uma.lvivcenter.org/en/maps/34573
34574,Map of the City of Vilnius,1930,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Vilnius,"Vilnius, Vilno, Wilno",,Printing House and Bookstore of Jozef Zawadski. Vilnius,https://uma.lvivcenter.org/en/maps/34574
34575,Map of the City of Vilnius,1937,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Vilnius,"Vilnius, Vilno, Wilno",,Printing House and Bookstore of Jozef Zawadski. Vilnius,https://uma.lvivcenter.org/en/maps/34575
34576,Map of the City of Warszaw,1879,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Warsaw,Warsaw,,City Engineering Services. Warszaw,https://uma.lvivcenter.org/en/maps/34576
34577,Lviv. Scheme of the city,1970,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Lviv,"Lwów, Lwow",,Kamenjar. Lviv,https://uma.lvivcenter.org/en/maps/34577
34578,Map of Warsaw,1848,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Warsaw,Warsaw,,Wilhelm Karol Adolf Kolberg,https://uma.lvivcenter.org/en/maps/34578
34579,Map of the City of Poznan,1929,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Poznan,Poznan,,M.Mackowiak. Poznan,https://uma.lvivcenter.org/en/maps/34579
34580,Lviv. Tourist map,1976,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Lviv,"Lviv, Lvov",,The Main Office of Geodesy and Cartography. Moskow,https://uma.lvivcenter.org/en/maps/34580
34581,Map of the Capital City of Poznan,1938,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Poznan,Poznan,,Cartographical Establishments. Poznan,https://uma.lvivcenter.org/en/maps/34581
34582,Map of the Capital City of Warsaw,1936,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Warsaw,Warsaw,,RUCH S.A. Warsaw,https://uma.lvivcenter.org/en/maps/34582
34583,Map of the Capital City of Warsaw,1938,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Warsaw,Warsaw,,,https://uma.lvivcenter.org/en/maps/34583
34584,Map of the Capital City of Poznan,1939,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Poznan,Poznan,,RUCH S.A. Warsaw,https://uma.lvivcenter.org/en/maps/34584
34585,Kyiv. Scheme,1967,Science_Library_of_LNU,Science Library of the Ivan Franko National University of Lviv,Kyiv,"Kyiv, Kiev",,Politvydav Ukrainy,https://uma.lvivcenter.org/en/maps/34585
34586,Sniatyn. Street map from 1939,1939,Mychajlo_Bazhanskyj_Museum,Mychajlo Bazhanskyj Museum-Library. Sniatyn,Snyatyn,Sniatyn,,Mychajlo Bazhanskyj Museum-Library,https://uma.lvivcenter.org/en/maps/34586
34590,City Map of Grodno,1940,Ryszard_Hubisz,Ryszard Hubisz,Grodno,Grodno,,Reich Office for Topographic Mapping,https://uma.lvivcenter.org/en/maps/34590
34591,City Map of Grodno,1943,Ryszard_Hubisz,Ryszard Hubisz,Grodno,Grodno,,Unknown,https://uma.lvivcenter.org/en/maps/34591
34592,City Map of Grodno,,Ryszard_Hubisz,Ryszard Hubisz,Grodno,Grodno,,Unknown,https://uma.lvivcenter.org/en/maps/34592
34593,Official Map of the Capital City of Krakow,1943,Ryszard_Hubisz,Ryszard Hubisz,Kraków,"Krakow, Cracow, Kraków, Krakau",,City captain of the surveying administration of the city of Krakow,https://uma.lvivcenter.org/en/maps/34593
34594,Сity map of Greater Lubin,1931,Ryszard_Hubisz,Ryszard Hubisz,Lublin,Lublin,,Regulations Bureau of the Mayor’s Office of the city of Lublin,https://uma.lvivcenter.org/en/maps/34594
34596,Krakow,с. 1903,Ryszard_Hubisz,Ryszard Hubisz,Kraków,"Kraków, Cracow, Krakow",,"W.Krzepowski (before - M.Salba), Krakow",https://uma.lvivcenter.org/en/maps/34596
34601,Krakow,c. 1930,Ryszard_Hubisz,Ryszard Hubisz,Kraków,"Kraków, Cracow, Krakow",,"Universal bookstore, Krakow",https://uma.lvivcenter.org/en/maps/34601
34602,Map of surroundings of Krakow,,Ryszard_Hubisz,Ryszard Hubisz,Kraków,"Kraków, Cracow, Krakow",,"Universal bookstore, Krakow",https://uma.lvivcenter.org/en/maps/34602
34603,The Newest Map of the Royal and Capital City of Krakow,с. 1932,Ryszard_Hubisz,Ryszard Hubisz,Kraków,"Kraków, Cracow, Krakow",,Unknown,https://uma.lvivcenter.org/en/maps/34603
34605,Map of the City of Krakow with special emphasis on post and telecommunications networks,1939,Ryszard_Hubisz,Ryszard Hubisz,Kraków,"Kraków, Cracow, Krakow",,"Regional Offices of Post and Telegraph, Krakow",https://uma.lvivcenter.org/en/maps/34605
34606,"Krakow, capital of the German General Government of Poland",1940,Ryszard_Hubisz,Ryszard Hubisz,Kraków,"Kraków, Cracow, Krakow",,"Dr. H. Weis Haas, dr. G. Sappok",https://uma.lvivcenter.org/en/maps/34606
34607,Krakow,1903,Ryszard_Hubisz,Ryszard Hubisz,Kraków,"Kraków, Cracow, Krakow",,Polish traveler,https://uma.lvivcenter.org/en/maps/34607
34608,Map of the City of Krakow,1942,Ryszard_Hubisz,Ryszard Hubisz,Kraków,"Kraków, Cracow, Krakow",,,https://uma.lvivcenter.org/en/maps/34608
34609,Krakow,1943,Ryszard_Hubisz,Ryszard Hubisz,Kraków,"Kraków, Cracow, Krakow",,"Wagner and Debes, Leipzig",https://uma.lvivcenter.org/en/maps/34609
34610,Official Map of the Capital City of Krakow,1944,Ryszard_Hubisz,Ryszard Hubisz,Kraków,"Kraków, Cracow, Krakow",,City captain of the surveying administration of the city of Krakow,https://uma.lvivcenter.org/en/maps/34610
34611,Map of the City of Krakow,с. 1940,Ryszard_Hubisz,Ryszard Hubisz,Kraków,"Kraków, Cracow, Krakow",,Adam Launer,https://uma.lvivcenter.org/en/maps/34611
34612, ,1939,Ryszard_Hubisz,Ryszard Hubisz,Kraków,"Kraków, Cracow, Krakow",,"Zarys monografii komunikacji wewnetrznej miasta Krakowa, Krakow",https://uma.lvivcenter.org/en/maps/34612
34613,Krakow,1914,Ryszard_Hubisz,Ryszard Hubisz,Kraków,"Kraków, Cracow, Krakow",,Polish traveler,https://uma.lvivcenter.org/en/maps/34613
34614,The Newest Map of the City of Krakow,с. 1916,Ryszard_Hubisz,Ryszard Hubisz,Kraków,"Kraków, Cracow, Krakow",,"L.Stasiak, Krakow",https://uma.lvivcenter.org/en/maps/34614
34615,Map of the City of Inowroclaw,1933,Ryszard_Hubisz,Ryszard Hubisz,Inowroclaw,Inowroclaw,,Knasl Zbigniew,https://uma.lvivcenter.org/en/maps/34615
34616,The Newest Map of the City of Krakow,с. 1926,Ryszard_Hubisz,Ryszard Hubisz,Kraków,"Kraków, Cracow, Krakow",,"J. Czernecki Bookstore, Krakow-Warsaw",https://uma.lvivcenter.org/en/maps/34616
34617,Map of the City of Jaroslaw,1937,Ryszard_Hubisz,Ryszard Hubisz,Jaroslav,Jarosław,,"Gottfried Kazimierz, Jaroslaw",https://uma.lvivcenter.org/en/maps/34617
34618,Jaroslaw,1937,Ryszard_Hubisz,Ryszard Hubisz,,Jaroslaw,,Polish Tourist and Sightseeing Society,https://uma.lvivcenter.org/en/maps/34618
34619,Map of the Greater Katowice City,1936,Ryszard_Hubisz,Ryszard Hubisz,Katowice,Katowice,,"Światłodruk, Katowice",https://uma.lvivcenter.org/en/maps/34619
34624,Pharus map of the City of Katowice,1940,Ryszard_Hubisz,Ryszard Hubisz,Katowice,Katowice,,"L.Komand, Berlin",https://uma.lvivcenter.org/en/maps/34624
34625,Nazi regional capital Katowice,1941,Ryszard_Hubisz,Ryszard Hubisz,Katowice,Katowice,,City administration,https://uma.lvivcenter.org/en/maps/34625
34626,Krakow,1925,Ryszard_Hubisz,Ryszard Hubisz,Kraków,"Kraków, Cracow, Krakow",,Ksiaznica-Atlas. Lviv-Warszawa,https://uma.lvivcenter.org/en/maps/34626
34627,Lublin,1937,Ryszard_Hubisz,Ryszard Hubisz,Lublin,Lublin,,Polish Tourist and Sightseeing Society,https://uma.lvivcenter.org/en/maps/34627
34628,Lublin,1943,Ryszard_Hubisz,Ryszard Hubisz,Lublin,Lublin,,K.Baedeker,https://uma.lvivcenter.org/en/maps/34628
34629,Lodz,1903,Ryszard_Hubisz,Ryszard Hubisz,Lodz,Lodz,,Polish traveler,https://uma.lvivcenter.org/en/maps/34629
34631,Lodz,1923,Ryszard_Hubisz,Ryszard Hubisz,Lodz,Lodz,,Atlas,https://uma.lvivcenter.org/en/maps/34631
34632,Lodz,1914,Ryszard_Hubisz,Ryszard Hubisz,Lodz,Lodz,,"Publishing house ""Polish traveler"". E. Starczewski",https://uma.lvivcenter.org/en/maps/34632
34633,Map of the City of Lodz,1933,Ryszard_Hubisz,Ryszard Hubisz,Lodz,Lodz,,,https://uma.lvivcenter.org/en/maps/34633
34638,The Newest Map of the City of Krakow of 1936/7,1936,Ryszard_Hubisz,Ryszard Hubisz,Kraków,"Kraków, Cracow, Krakow",,"S.A.Krzyzanowski Bookstore, Krakow",https://uma.lvivcenter.org/en/maps/34638
34639,Przemyśl,1937,Ryszard_Hubisz,Ryszard Hubisz,Przemysl,"Przemyśl, Przemysl",,Polish Tourist and Sightseeing Society,https://uma.lvivcenter.org/en/maps/34639
34640,Map of the City of Grodno,1932,Ryszard_Hubisz,Ryszard Hubisz,Grodno,"Grodno, Hrodno",,E.Iberski Bookstore,https://uma.lvivcenter.org/en/maps/34640
